,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
21284,North America,Master's,N,N,1801,1998,Midwest,70217.31,Year,Y,Denied
21285,Europe,Doctorate,Y,N,4011,2004,South,45331.18,Year,Y,Certified
21286,Asia,Bachelor's,N,N,1068,2003,Northeast,92306.77,Year,N,Denied
21287,Asia,Bachelor's,N,N,183,2008,South,20015.02,Year,Y,Certified
21288,North America,Master's,Y,N,85,1933,South,54259.68,Year,Y,Certified
21289,Asia,High School,N,N,4902,2010,Midwest,43553.11,Year,Y,Certified
21290,Europe,Bachelor's,Y,N,1288,1959,Northeast,19019.07,Year,Y,Certified
21291,Asia,High School,N,N,12386,1988,West,176.34,Hour,Y,Certified
21292,Europe,Master's,N,N,1117,1999,West,177.8673,Hour,Y,Denied
21293,Asia,Master's,N,N,2797,2007,West,105099.3,Year,N,Denied
21294,Asia,Bachelor's,Y,N,1381,2006,Midwest,133878.48,Year,Y,Certified
21295,North America,Master's,N,N,4592,2005,South,19782.1,Year,N,Certified
21296,Asia,Bachelor's,Y,N,323,1986,Midwest,115140.04,Year,Y,Certified
21297,Asia,High School,N,N,251,1986,South,130886.71,Year,Y,Certified
21298,Asia,Master's,Y,N,4873,2006,Midwest,75516.99,Year,Y,Certified
21299,North America,Doctorate,Y,N,1763,1865,West,55913.78,Year,Y,Certified
21300,Asia,Bachelor's,Y,N,1996,1992,Northeast,38726.78,Year,N,Denied
21301,North America,Master's,N,N,20315,1998,Northeast,615.1306,Hour,Y,Certified
21302,Asia,Bachelor's,Y,N,50031,1998,Northeast,83801.0,Year,Y,Certified
21303,Europe,Bachelor's,N,N,252242,1899,West,39661.23,Year,Y,Certified
21304,Asia,Bachelor's,Y,N,2049,1995,West,27874.43,Month,Y,Denied
21305,Asia,High School,Y,N,3695,1820,South,55986.04,Year,Y,Certified
21306,Asia,Bachelor's,Y,N,1815,1977,Northeast,85808.76,Year,Y,Certified
21307,Europe,Bachelor's,Y,Y,338,1947,South,99831.62,Year,Y,Certified
21308,Asia,Bachelor's,N,N,1442,1999,West,49665.58,Year,Y,Certified
21309,Asia,Bachelor's,Y,N,765,2005,West,218826.0,Year,N,Denied
21310,Europe,Master's,Y,N,2783,1998,South,67813.89,Year,Y,Certified
21311,Europe,Doctorate,Y,Y,5270,1988,Northeast,11937.86,Year,Y,Certified
21312,Europe,Master's,Y,N,1559,1901,Northeast,70376.12,Year,Y,Certified
21313,Asia,Bachelor's,N,N,939,1998,South,39938.1,Year,Y,Certified
21314,North America,High School,N,N,1827,2001,South,827.0178,Hour,Y,Denied
21315,Asia,High School,Y,N,2910,1997,South,189233.1,Year,N,Denied
21316,Europe,Bachelor's,Y,N,707,1945,Northeast,127437.06,Year,Y,Certified
21317,Asia,Master's,N,N,3431,1992,Northeast,130002.47,Year,N,Certified
21318,Asia,Bachelor's,N,N,2206,2006,Northeast,34352.49,Year,Y,Certified
21319,Asia,Master's,Y,N,3055,2000,West,119928.31,Year,Y,Denied
21320,Asia,Master's,N,N,2076,1893,Northeast,134669.2,Year,N,Certified
21321,Asia,High School,Y,N,2922,1869,Midwest,129346.54,Year,Y,Certified
21322,Asia,High School,Y,N,4554,1977,Northeast,118417.51,Year,Y,Certified
21323,Europe,Bachelor's,N,Y,3810,2013,West,62346.51,Year,Y,Certified
21324,Asia,High School,N,N,2213,1940,West,71637.77,Year,Y,Denied
21325,Asia,Bachelor's,Y,N,1567,2007,South,8217.06,Year,Y,Certified
21326,Asia,Bachelor's,N,Y,1232,1970,Midwest,85432.82,Year,Y,Certified
21327,Asia,Bachelor's,N,N,2351,1994,Midwest,86300.39,Year,Y,Denied
21328,Asia,Master's,N,N,2161,2000,South,50507.76,Year,Y,Denied
21329,Asia,Master's,Y,N,131070,1997,Northeast,147215.85,Year,Y,Denied
21330,Asia,High School,Y,N,128655,2004,West,22844.38,Year,Y,Denied
21331,Asia,Master's,N,N,136,2001,South,278.8894,Hour,Y,Denied
21332,Asia,Bachelor's,Y,N,545,1904,Midwest,71894.26,Year,Y,Denied
21333,Asia,High School,Y,N,3412,2001,Northeast,87776.15,Year,Y,Denied
21334,Asia,Master's,Y,N,4298,1973,South,137691.81,Year,N,Denied
21335,Asia,Master's,Y,N,4327,2002,Northeast,153804.48,Year,N,Certified
21336,Asia,Bachelor's,Y,N,3352,2003,Midwest,90753.13,Year,Y,Denied
21337,Asia,Bachelor's,N,N,1858,1850,South,803.8014,Hour,Y,Denied
21338,Europe,Master's,Y,N,293,2015,West,5167.76,Week,Y,Certified
21339,North America,Doctorate,Y,N,602069,2011,Northeast,25181.63,Year,Y,Certified
21340,Asia,Master's,Y,N,1735,1977,Northeast,71264.4,Year,Y,Certified
21341,North America,Doctorate,Y,N,2974,1888,Midwest,115975.86,Year,Y,Certified
21342,Asia,Master's,N,N,739,2010,Midwest,106007.87,Year,Y,Certified
21343,Europe,Bachelor's,N,Y,624,2007,South,36739.43,Year,Y,Certified
21344,North America,Bachelor's,N,N,567,2012,Northeast,92547.8,Year,N,Denied
21345,Asia,Bachelor's,Y,Y,3175,1994,Northeast,47406.54,Year,Y,Certified
21346,Asia,High School,N,N,496,2006,Midwest,120169.95,Year,Y,Certified
21347,Asia,Master's,N,N,2695,2006,Midwest,72046.64,Year,N,Certified
21348,North America,Master's,N,N,3567,1896,Northeast,118.3811,Hour,Y,Denied
21349,Asia,Bachelor's,N,N,4127,1960,Midwest,40799.75,Year,Y,Certified
21350,North America,Master's,N,N,1698,2004,Northeast,50046.24,Year,N,Certified
21351,Asia,Master's,Y,N,694,1981,Northeast,48764.13,Year,N,Certified
21352,North America,Master's,Y,N,1735,1989,West,29970.61,Year,Y,Denied
21353,Asia,High School,Y,Y,3222,1999,West,139302.76,Year,Y,Certified
21354,Europe,Bachelor's,N,Y,2361,1946,West,129520.23,Year,Y,Denied
21355,Asia,Bachelor's,Y,Y,1704,2001,South,26577.74,Year,Y,Certified
21356,Asia,Bachelor's,Y,N,687,1999,Northeast,2633.32,Year,Y,Denied
21357,Asia,Bachelor's,Y,N,1736,2005,South,14765.24,Year,Y,Certified
21358,Asia,Master's,Y,N,1488,1998,Midwest,124102.09,Year,Y,Certified
21359,Asia,Bachelor's,Y,N,2829,1985,Northeast,130737.85,Year,Y,Certified
21360,Europe,Bachelor's,N,N,1137,2010,Northeast,63935.63,Year,Y,Certified
21361,South America,High School,Y,N,2189,1995,Midwest,148772.46,Week,Y,Certified
21362,Asia,Bachelor's,Y,N,674,1987,South,94358.01,Year,Y,Denied
21363,Asia,Master's,Y,Y,1108,1903,Northeast,85314.64,Year,Y,Certified
21364,Asia,Bachelor's,Y,N,5652,1885,Northeast,4903.7,Year,Y,Denied
21365,Europe,Bachelor's,N,Y,2168,1970,West,49733.4,Year,Y,Certified
21366,Asia,High School,Y,N,3535,2004,West,149189.06,Year,Y,Certified
21367,Europe,Bachelor's,Y,N,566,1991,West,55157.48,Year,Y,Certified
21368,Asia,Bachelor's,Y,N,2756,2007,South,46102.94,Year,Y,Certified
21369,Asia,Master's,Y,N,986,1998,Midwest,122160.53,Year,Y,Certified
21370,Asia,Bachelor's,N,N,1737,2003,South,61155.52,Year,Y,Denied
21371,Asia,Master's,N,N,2688,1864,Northeast,126473.89,Year,N,Certified
21372,Europe,Bachelor's,N,N,1041,1930,Northeast,50960.5,Year,Y,Certified
21373,Asia,Doctorate,Y,N,1308,1985,West,200656.56,Year,Y,Certified
21374,Asia,Master's,Y,N,1467,2006,Midwest,14890.6,Year,Y,Certified
21375,South America,Bachelor's,Y,N,1559,1999,Northeast,192.06,Hour,Y,Certified
21376,Asia,High School,N,N,40,1978,West,117274.8,Year,Y,Certified
21377,Asia,Bachelor's,Y,N,245,1987,South,12580.88,Year,Y,Certified
21378,Asia,High School,Y,N,3700,2004,Northeast,14407.48,Year,Y,Certified
21379,Asia,Bachelor's,Y,N,607,1843,Midwest,117592.17,Year,Y,Denied
21380,Asia,Bachelor's,N,N,1529,1919,South,22883.31,Year,Y,Certified
21381,Europe,Master's,Y,N,397,1877,Northeast,32531.31,Year,Y,Denied
21382,Asia,Bachelor's,Y,N,1603,2006,Northeast,101962.39,Year,Y,Certified
21383,Europe,Doctorate,N,Y,1086,2000,Midwest,29367.93,Year,Y,Certified
21384,Asia,Bachelor's,Y,N,5136,1998,South,48695.57,Year,Y,Denied
21385,Asia,Bachelor's,Y,N,2674,1987,South,126040.08,Week,Y,Certified
21386,Asia,Bachelor's,Y,N,2987,2001,Northeast,120369.48,Year,N,Certified
21387,Asia,Master's,Y,N,1008,2004,Midwest,70030.81,Year,Y,Certified
21388,Asia,Bachelor's,Y,Y,3971,1989,South,97151.94,Year,Y,Denied
21389,Asia,Bachelor's,N,N,1961,1997,Northeast,404.872,Hour,Y,Denied
21390,Asia,Bachelor's,Y,N,79645,1995,Northeast,108266.73,Year,Y,Certified
21391,Asia,Bachelor's,Y,N,429,1976,South,131630.23,Year,Y,Certified
21392,Europe,Master's,Y,N,88,1989,West,37837.28,Year,Y,Denied
21393,Asia,Master's,Y,N,3284,2002,South,102727.19,Year,N,Denied
21394,Asia,Master's,N,N,2359,2005,Northeast,107836.59,Year,N,Certified
21395,Europe,Doctorate,N,N,800,1994,Northeast,38352.28,Year,Y,Certified
21396,North America,Bachelor's,Y,N,5696,2008,West,86664.91,Year,Y,Certified
21397,Asia,High School,Y,N,4040,2005,South,36975.28,Year,N,Certified
21398,Asia,Master's,Y,N,1480,1998,Midwest,24551.95,Year,Y,Certified
21399,North America,High School,Y,N,1242,2005,West,36306.87,Year,Y,Denied
21400,Europe,Bachelor's,N,Y,2315,1996,South,255033.75,Year,Y,Certified
21401,Asia,Master's,Y,N,4927,1869,Midwest,18104.23,Year,Y,Certified
21402,Asia,Master's,Y,N,638,1996,South,100443.11,Year,Y,Certified
21403,Asia,Master's,Y,N,3131,2000,Northeast,120099.21,Year,Y,Certified
21404,Asia,Bachelor's,N,N,32966,1924,South,84743.35,Year,Y,Certified
21405,Asia,Master's,Y,N,4542,1986,Midwest,55369.38,Year,Y,Certified
21406,Asia,Master's,N,N,1715,1967,Midwest,97218.16,Year,Y,Certified
21407,Asia,Bachelor's,Y,N,1208,1961,Northeast,54185.56,Year,Y,Certified
21408,Asia,Master's,Y,N,3065,2004,Midwest,147385.37,Year,Y,Certified
21409,Asia,Bachelor's,N,N,2022,1924,Northeast,472.7602,Hour,Y,Denied
21410,Europe,Doctorate,Y,N,3067,1919,Northeast,95379.22,Year,Y,Certified
21411,Europe,Doctorate,N,N,249622,1974,West,15321.77,Year,Y,Denied
21412,Asia,High School,Y,Y,8767,1948,South,107003.44,Year,Y,Certified
21413,Asia,Master's,N,N,214,2001,Northeast,750.5135,Hour,Y,Denied
21414,Asia,Master's,Y,N,14593,1968,Midwest,80031.52,Year,Y,Certified
21415,Europe,Doctorate,N,N,2659,1968,West,9850.28,Year,Y,Certified
21416,Asia,Bachelor's,Y,N,506,2006,Northeast,28633.33,Year,Y,Certified
21417,Asia,Bachelor's,Y,N,681,1984,West,59923.31,Year,Y,Certified
21418,Europe,Doctorate,Y,N,1029,1955,West,29530.51,Year,Y,Certified
21419,Asia,Bachelor's,N,N,27673,2008,West,21927.94,Year,Y,Denied
21420,Europe,Master's,Y,Y,1554,2013,West,101884.13,Year,Y,Certified
21421,Asia,Master's,N,N,1177,1998,West,122629.45,Year,Y,Denied
21422,Asia,Doctorate,N,N,22,1998,South,228520.51,Year,Y,Denied
21423,Africa,Master's,N,N,351,1887,Northeast,32936.58,Year,Y,Certified
21424,Asia,Master's,N,Y,3376,1974,South,112413.86,Year,Y,Certified
21425,Asia,Bachelor's,N,N,1173,1983,Midwest,117042.12,Year,Y,Certified
21426,Asia,Bachelor's,N,N,199,2000,Northeast,23230.59,Year,Y,Denied
21427,Asia,Bachelor's,Y,N,1897,2006,Midwest,62837.46,Year,Y,Denied
21428,Asia,Master's,N,N,2672,1981,Midwest,118250.61,Year,N,Certified
21429,Asia,Master's,Y,N,3217,1986,South,4861.35,Year,Y,Certified
21430,Asia,Master's,N,Y,1717,1999,South,94120.68,Year,Y,Certified
21431,Asia,Bachelor's,N,N,1576,1947,Northeast,106271.32,Year,Y,Certified
21432,Asia,Bachelor's,N,N,1961,2009,West,23494.73,Year,Y,Denied
21433,Africa,Bachelor's,Y,N,6729,1998,South,86929.52,Year,Y,Denied
21434,Asia,Bachelor's,N,N,2895,2003,Northeast,115.2475,Hour,Y,Denied
21435,Asia,Bachelor's,Y,N,1792,1988,West,51648.01,Year,Y,Denied
21436,Asia,Master's,Y,N,3098,1978,Northeast,32233.42,Year,Y,Denied
21437,Asia,Master's,N,N,2791,1981,South,149.57,Hour,Y,Denied
21438,North America,Master's,Y,N,99,1817,Midwest,131909.96,Year,Y,Certified
21439,South America,Doctorate,N,N,4332,1999,Midwest,64222.42,Year,Y,Certified
21440,Africa,Doctorate,Y,Y,2825,2001,Northeast,101741.03,Year,Y,Certified
21441,Asia,High School,Y,N,4844,1973,South,105269.56,Year,Y,Certified
21442,Asia,Master's,N,N,541,1997,Midwest,108809.64,Year,Y,Certified
21443,Asia,Doctorate,Y,N,910,2000,South,285088.16,Year,Y,Certified
21444,Asia,Master's,Y,N,568,2001,South,46104.94,Year,N,Certified
21445,Asia,High School,Y,N,4858,1894,West,59550.24,Year,Y,Certified
21446,Asia,Master's,Y,N,3675,1968,Northeast,43175.2,Year,Y,Certified
21447,Asia,Master's,Y,N,1785,1959,West,42286.16,Year,Y,Certified
21448,North America,Bachelor's,N,N,732,1998,West,122454.82,Year,Y,Denied
21449,Asia,High School,Y,N,3527,2005,Northeast,66727.69,Year,Y,Certified
21450,Asia,High School,Y,N,296,2001,Northeast,58168.86,Year,Y,Certified
21451,Asia,High School,N,Y,840,1969,West,120461.75,Year,Y,Certified
21452,Asia,Bachelor's,Y,N,4197,1963,Northeast,47130.03,Year,Y,Certified
21453,Asia,High School,Y,N,2842,1908,South,104135.83,Year,N,Certified
21454,Asia,Bachelor's,N,N,1599,1885,West,30204.96,Year,Y,Certified
21455,Asia,Bachelor's,Y,N,6077,2011,Northeast,27556.25,Year,Y,Certified
21456,Asia,Master's,N,Y,45284,2010,Midwest,107845.72,Year,Y,Certified
21457,Asia,Master's,N,Y,1300,1988,South,34922.97,Year,Y,Certified
21458,Asia,Master's,N,N,1915,2006,Midwest,179623.75,Year,Y,Certified
21459,Europe,Master's,N,N,534,2005,Northeast,58332.18,Year,Y,Certified
21460,Asia,Master's,Y,N,2924,1996,Midwest,101448.2,Year,Y,Certified
21461,Asia,High School,N,Y,2951,1994,Northeast,111690.74,Year,Y,Denied
21462,Africa,Master's,N,N,4291,1996,Northeast,130538.57,Year,Y,Certified
21463,Asia,Bachelor's,Y,N,2852,1915,South,67839.74,Year,N,Certified
21464,Europe,Bachelor's,Y,Y,330,2009,South,110326.49,Year,Y,Certified
21465,Asia,Master's,Y,N,3495,1989,West,70152.5,Year,Y,Denied
21466,North America,Doctorate,N,N,827,2011,Northeast,48218.74,Year,N,Certified
21467,Asia,Master's,N,N,2683,2006,Northeast,134487.59,Year,N,Certified
21468,Asia,High School,Y,N,2406,2002,West,30196.03,Year,Y,Denied
21469,Asia,Bachelor's,Y,N,1992,2004,West,56852.0,Year,Y,Denied
21470,Asia,Bachelor's,Y,N,4309,1985,West,68534.3,Year,Y,Certified
21471,Asia,Doctorate,Y,N,3524,2009,Northeast,50697.34,Year,Y,Denied
21472,Asia,Bachelor's,Y,N,5362,2006,West,10346.94,Year,Y,Certified
21473,Asia,Master's,Y,N,3775,1999,West,96251.56,Year,Y,Certified
21474,Asia,Master's,Y,N,3270,1999,Midwest,45956.02,Year,Y,Certified
21475,Asia,High School,Y,N,2876,1992,West,45234.64,Year,Y,Denied
21476,Europe,Doctorate,N,N,4868,1995,West,27953.86,Year,Y,Certified
21477,Asia,Master's,Y,N,4374,2002,West,122203.35,Year,Y,Denied
21478,Asia,Master's,N,N,1054,2004,Northeast,84011.15,Year,N,Certified
21479,Europe,Master's,N,Y,591,2011,Midwest,72707.18,Year,Y,Certified
21480,North America,Doctorate,Y,N,2255,1967,West,54878.38,Year,Y,Certified
21481,Asia,Bachelor's,N,N,1720,1977,Northeast,50233.3,Year,Y,Denied
21482,Europe,Bachelor's,Y,N,3108,2012,Northeast,29476.78,Year,Y,Certified
21483,Asia,Bachelor's,N,N,1433,2009,Island,88175.03,Year,Y,Certified
21484,Asia,Bachelor's,N,N,1106,2010,Northeast,27703.09,Year,Y,Certified
21485,North America,Master's,N,N,4934,1979,South,93817.42,Year,Y,Certified
21486,North America,Bachelor's,Y,N,1553,2007,South,34998.8,Year,Y,Certified
21487,Asia,Master's,N,N,2071,2003,West,986.8139,Hour,Y,Certified
21488,Europe,Doctorate,N,Y,4405,1996,West,16020.39,Year,Y,Certified
21489,North America,Master's,N,N,1240,2004,Midwest,137386.87,Year,N,Certified
21490,Asia,Doctorate,Y,N,2017,1963,Northeast,55124.32,Year,Y,Certified
21491,Asia,Master's,N,N,3266,1972,South,89940.96,Year,N,Certified
21492,Asia,Master's,Y,N,4150,1980,Northeast,13298.79,Year,Y,Certified
21493,Asia,Bachelor's,N,N,913,2010,Northeast,34755.42,Year,Y,Certified
21494,Asia,Master's,N,N,4143,1930,Midwest,89887.02,Year,N,Certified
21495,Europe,High School,N,N,1511,1998,Northeast,48508.3,Year,Y,Certified
21496,Asia,Bachelor's,N,N,96,1997,Northeast,345.9177,Hour,Y,Denied
21497,North America,Doctorate,N,N,1031,1989,South,308.3561,Hour,Y,Certified
21498,Asia,Master's,Y,N,4432,2007,Northeast,494.26,Year,Y,Denied
21499,Asia,Bachelor's,Y,N,5457,1831,West,53410.04,Year,Y,Certified
21500,Asia,Master's,N,N,1413,2005,West,102.32,Hour,Y,Denied
21501,Asia,Master's,Y,N,95881,1972,Northeast,131406.67,Year,Y,Certified
21502,Asia,Master's,Y,N,2207,2012,Northeast,158578.79,Year,N,Denied
21503,Asia,Bachelor's,N,N,1207,1905,Northeast,116374.76,Year,Y,Certified
21504,Asia,High School,Y,N,2144,2007,Midwest,221058.13,Year,Y,Denied
21505,Europe,High School,Y,Y,1597,1977,Northeast,548.6305,Hour,Y,Certified
21506,Asia,Master's,N,Y,1828,2007,West,116162.85,Year,Y,Certified
21507,Asia,Master's,N,N,556,2008,South,196.669,Hour,Y,Denied
21508,Asia,Master's,Y,Y,46735,1997,Midwest,36326.32,Year,Y,Certified
21509,Asia,Master's,Y,N,1770,1989,West,126153.78,Year,Y,Denied
21510,Europe,Bachelor's,N,N,2378,2002,Northeast,743.8071,Hour,Y,Certified
21511,Europe,Bachelor's,Y,N,4261,2008,Northeast,72972.73,Year,Y,Denied
21512,Asia,Bachelor's,N,N,2039,1920,West,50.5535,Hour,Y,Denied
21513,Asia,Bachelor's,Y,Y,4119,2007,Northeast,17579.76,Year,Y,Denied
21514,North America,Bachelor's,N,N,3880,2010,Northeast,116002.76,Year,Y,Certified
21515,Asia,Bachelor's,Y,N,1563,2004,West,74539.76,Year,Y,Denied
21516,Asia,Master's,Y,Y,11447,1994,Midwest,97031.67,Year,Y,Certified
21517,Asia,Master's,N,N,3418,2002,Midwest,217976.16,Year,Y,Certified
21518,North America,Master's,N,N,147,1961,Northeast,577.8724,Hour,Y,Denied
21519,Asia,Bachelor's,N,N,3088,1973,West,49192.91,Year,Y,Certified
21520,Europe,High School,Y,N,1020,2006,Northeast,33359.32,Year,Y,Certified
21521,Asia,High School,N,N,2098,2007,South,41583.37,Year,Y,Certified
21522,Asia,Bachelor's,Y,N,3270,2010,West,49390.67,Week,Y,Certified
21523,Asia,Master's,Y,N,2037,2008,South,151525.57,Year,Y,Certified
21524,Asia,Bachelor's,N,N,2776,1875,West,35560.68,Year,Y,Certified
21525,North America,Bachelor's,Y,Y,4864,1851,South,56297.05,Year,Y,Certified
21526,Asia,Master's,N,N,195,2006,Midwest,126145.21,Year,Y,Certified
21527,Asia,Bachelor's,Y,Y,2877,1969,South,72125.02,Year,Y,Denied
21528,Asia,Master's,Y,N,944,1998,Northeast,54786.76,Year,Y,Denied
21529,Europe,Bachelor's,N,N,4718,1856,South,418.7553,Hour,Y,Denied
21530,Asia,Bachelor's,Y,N,3032,2003,South,53882.15,Year,Y,Certified
21531,Europe,Bachelor's,N,Y,1724,1992,West,110824.54,Year,Y,Certified
21532,Asia,Bachelor's,N,N,55812,1971,South,659.7978,Hour,Y,Denied
21533,Europe,Master's,N,Y,2076,1978,South,83999.53,Year,Y,Certified
21534,Europe,Doctorate,N,N,795,1962,Northeast,41164.33,Year,Y,Certified
21535,Asia,High School,Y,N,2392,2009,Northeast,4175.77,Year,Y,Certified
21536,Asia,Master's,Y,N,318,1859,West,109169.89,Year,Y,Denied
21537,Asia,Master's,Y,N,883,2007,South,16925.21,Year,Y,Certified
21538,Asia,Master's,Y,N,5294,1998,Midwest,93250.78,Year,Y,Certified
21539,Asia,Master's,N,N,659,2010,Northeast,112253.4,Year,Y,Certified
21540,Asia,Bachelor's,Y,N,878,2005,Midwest,100782.47,Year,Y,Certified
21541,Asia,Bachelor's,Y,N,1335,2001,Midwest,6378.84,Year,Y,Certified
21542,North America,Master's,Y,N,550,2000,Northeast,126783.22,Year,N,Certified
21543,North America,Bachelor's,N,N,3342,2001,Northeast,122848.3,Week,Y,Denied
21544,Asia,Bachelor's,N,N,2892,1995,Northeast,90696.79,Year,Y,Certified
21545,Asia,Master's,Y,N,708,2003,West,48451.96,Year,Y,Denied
21546,Asia,Master's,N,N,2255,2003,Northeast,106601.76,Year,Y,Denied
21547,Asia,High School,N,Y,385,1920,Northeast,235454.33,Year,Y,Certified
21548,Asia,High School,Y,N,35,1999,Midwest,16137.35,Year,Y,Certified
21549,North America,Master's,Y,N,2461,1974,Northeast,95943.4,Year,N,Certified
21550,North America,Master's,Y,N,1719,1995,Northeast,35121.31,Year,Y,Certified
21551,North America,Master's,Y,N,2430,2007,Midwest,88262.44,Year,N,Denied
21552,Asia,Master's,Y,N,1790,1876,Northeast,47952.86,Year,Y,Denied
21553,Asia,Bachelor's,Y,N,1429,2011,Midwest,99935.97,Year,Y,Certified
21554,South America,Master's,N,Y,2274,1952,West,155489.31,Year,Y,Certified
21555,Asia,Master's,Y,N,92290,2002,Midwest,126224.41,Year,Y,Certified
21556,South America,Master's,N,N,40,1996,Northeast,75617.7,Year,Y,Denied
21557,Asia,Master's,Y,N,3624,2007,Midwest,69739.5,Year,Y,Certified
21558,Asia,High School,Y,N,1671,2007,Midwest,131550.12,Year,Y,Certified
21559,Asia,Doctorate,Y,N,197,2007,Northeast,42953.38,Year,N,Denied
21560,Asia,Doctorate,N,N,1868,2003,Northeast,94374.11,Year,Y,Certified
21561,Asia,Bachelor's,N,N,3337,1991,West,42560.79,Year,Y,Certified
21562,North America,Master's,Y,N,2800,1985,West,63381.64,Year,Y,Certified
21563,Asia,Bachelor's,N,N,1686,2011,Northeast,52615.07,Year,Y,Denied
21564,Asia,Bachelor's,Y,N,2001,2009,West,152133.79,Year,Y,Certified
21565,Asia,Master's,Y,N,1508,1997,Midwest,3190.5,Year,Y,Certified
21566,Asia,Master's,Y,N,691,2007,South,97801.35,Year,Y,Certified
21567,Asia,Bachelor's,Y,N,73,2013,South,73838.21,Year,Y,Certified
21568,Asia,Bachelor's,Y,N,443,2007,Midwest,143097.83,Year,Y,Certified
21569,Asia,Bachelor's,Y,N,2080,1838,Northeast,406.2758,Hour,Y,Certified
21570,Asia,High School,Y,N,2611,1817,South,723.7681,Hour,Y,Denied
21571,Asia,Bachelor's,N,N,784,1966,South,187499.99,Year,Y,Certified
21572,North America,Master's,Y,N,816,1989,Northeast,103005.06,Year,N,Denied
21573,Europe,Master's,N,Y,1553,1930,West,15730.24,Year,Y,Certified
21574,South America,High School,N,N,2873,2005,Northeast,73370.6,Year,Y,Denied
21575,North America,Master's,Y,N,4196,2010,Midwest,110878.38,Year,N,Certified
21576,Europe,Doctorate,Y,N,2005,2010,South,84641.92,Year,Y,Certified
21577,Asia,Master's,N,N,3440,2011,Northeast,97075.05,Year,Y,Denied
21578,Asia,Master's,N,N,2063,2007,Midwest,137906.41,Year,Y,Certified
21579,Europe,Bachelor's,Y,N,1724,2015,West,49003.05,Year,Y,Certified
21580,Asia,Bachelor's,N,N,4137,1975,South,52659.68,Year,Y,Certified
21581,Asia,High School,Y,Y,1066,1911,South,6247.61,Year,N,Certified
21582,Europe,Doctorate,N,Y,1637,2007,South,11266.56,Year,Y,Denied
21583,Asia,Bachelor's,N,N,4523,1963,West,150247.84,Year,Y,Denied
21584,Asia,Bachelor's,Y,N,290,1852,West,94925.03,Year,Y,Certified
21585,Asia,Master's,Y,N,2716,1870,South,328.1364,Hour,Y,Denied
21586,Asia,Bachelor's,N,N,2995,1997,West,84241.77,Year,Y,Certified
21587,Europe,Bachelor's,N,N,1879,1953,Midwest,127997.92,Year,Y,Certified
21588,Asia,Bachelor's,Y,N,4299,1994,West,44275.46,Year,N,Certified
21589,Asia,Master's,N,N,3728,2000,Northeast,997.9191,Hour,Y,Denied
21590,Asia,Bachelor's,Y,N,612,1998,South,34017.38,Year,Y,Certified
21591,North America,Bachelor's,Y,N,86883,2007,South,114664.64,Year,N,Denied
21592,Asia,Master's,Y,N,404,2003,West,43156.66,Year,Y,Denied
